ground_truth_claim,generated_claim,meteor_score
"Here's some thing that will scare the jeepers out of you. This tornado video was shot in Kansas, and the National Geographic Channel reportedly paid $1 million for the attached video. Much of this video was shot by storm chasers, but some had to have been shot by remote, stationary cameras.",The National Geographic Channel paid $1 million for the attached video.,0.2355
"Says Ilhan Omar ""partied"" on the anniversary of 9/11.","Ihan Omar, a member of AOC Plus 3, will win us the Great State of Minnesota.",0.1969
Video of nurses and medical staff protesting at a Government hospital in Telangana state.,The claim: Telangana government should think about the situation and solve the problem as soon as possible,0.1307
A COVID-19 and influenza dual-testing kit proves they are the same thing,"Fake News Media, pandering politicians and corrupt pharmaceutical companies are at the end of the fraud.",0.119
"Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.","The claim: The longer you wear a mask and stay away from people, the WEAKER YOUR IMMUNE SYSTEM will get.",0.4523
Will appeal in Supreme Court if Tamil Nadu brings ordinance on NEET – Nalini Chidambaram,A photo of a man who died of COVID-19.,0.0
Airline passengers from Queensland have to put on their face masks once they cross into NSW airspace.,"""Club Grubbery a day late but better late than never.""",0.0286
WHO now saying You do not need to Wear a Mask — Did You Know,The claim: WHO says you do not need to wear a mask,0.6541
"No, Mark Zuckerberg did not endorse Donald Trump, as Elizabeth Warren said in stunt ad",Facebook changed its ads policy to allow politicians to run ads with known lies,0.0299
"A raid took place at the house of Aam Aadmi Party (Broomwadi) leader Shekhar Agarwal in Surat, Gujarat. Seeing this amount, you will get an idea of their election preparation.","A raid took place at the house of Aam Aadmi Party (sweeper) leader Shekhar Agarwal in Surat, Gujarat.",0.5957
Video showing China's launch of the artificial sun into the sky,China’s space program is breaking records and making history,0.084
A requirement for doctors to have a Hepatitis B vaccine sets a clear precedent for requiring care home workers to have the Covid-19 vaccine.,"This type of approach is already in place for doctors, they have the Hepatitis B vaccine.",0.3155
"65,000 people died of winter flu in December 2017 and January 2018.","The claim: In 2017/18, in December and January, 65,050 people died of the winter flu.",0.6893
Bananas are radioactive,Bananas are radioactive,0.9815
"Says Governor Cooper has vetoed ""every single teacher pay raise we've ever passed.""",The claim: Gov. Cooper vetoed another pay raise that the #NCGA passed,0.2538
Says President Obama used government funds to pay for his personal vacations for the next 20 years and Trump sent him a bill.,The claim: Obama was planning to weasel $2.1 billion in free vacations for him and up to 24 members of his family plus staff.,0.2403
Image of Rs. 500 bribe offered to an evaluator by a Bihar student to make him pass the chemistry examination,A Bihar student has put 500 rupees in his chemistry answer sheet to bribe the evaluator.,0.3612
"""Ted Cruz erupts as FBI director tries to defend Biden over Mar-a-Lago raid"" in video.",The FBI raiding Donald Trump is unprecedented,0.0592
A judge has ruled Dominion Voting Systems machines were designed to create fraud,The claim: Dominion Voting Machines were designed to create fraud,0.6201
EU regulation means kipper sellers must package their kippers in ice.,The case described by Mr Johnson falls thus purely under UK national competence.,0.041
"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",The claim: Marie Yovanovitch went turned bad,0.3716
The beautiful night view picture of the Agra-Lucknow Expressway in Uttar Pradesh,Video of Samajwadi Party in Lucknow,0.0877
Banks across the country will remain closed for 15 days in August 2021,Banks to remain shut for 15 days in August,0.63
"The claim: Langlade, Maricopa counties and Texas unanimously rejected results of 2020 election",The claim: “Let the balls drop.”,0.1762
"Facebook third-party fact-checkers took down the Facebook page ""Hands Off Our Children.""",Video shows mothers who were killed or abducted by the NPA,0.0685
Ghulam Nabi Azad met Home Minister Amit Shah in the presence of Samant Kumar much before he left the Cong party . In fact he was Modified when he got the Third highest civilian award the Padma Bhushan award from the PM and was promised a RS seat .Fa,Ghulam Nabi Azad met Home Minister Amit Shah in the presence of Samant Kumar much before he left the Cong party,0.442
"In this match between the women's basketball teams of Russia and  France, the referee's wrong penalty angered the high center forward of the Russian women team. In a fit of anger, she lifted the referee to let him sit in the basket, pointed at the referee sitting in the basket and said, I let you sit in the basket and brag!  This is one of the few wonderful shots on the basketball court 😆👆👆#sports #referee","The Russian women’s basketball team of Russia and France, the referee's wrong penalty angered the high center forward of the Russian woman team.",0.2361
"""Aretha Franklin's 1968 song 'A Natural Woman' deemed 'offensive' by trans community.""",The claim: “Is everyone ready to admit these people are totally nuts? If you can’t admit it at this point then you need seek help.”,0.0246
"Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.","The claim: The longer you wear a mask and stay away from people, the WEAKER YOUR IMMUNE SYSTEM will get.",0.4523
RSS Seva Barathi has reached the kid from a viral video and provided food and essentials.,Video shows RSS சேவா பாரதி,0.0633
colloidal silver can be used to treat COVID-19,Colloidal silver can cure Covid-19,0.487
A diet of highly alkaline foods will defeat COVID-19.,The pH for the coronavirus varies from 5 to 8.5.,0.0495
"""Every 37 seconds, someone is arrested for possession of marijuana.""","The claim: ""My first campaign ad, '37 Seconds.' #JustLikeMe.",0.1408
"Aluminum ""is in the vaccine"" and will hurt the brain.",Aliuminum is the vaccine 💉 will kill the Brian look,0.2929
The UK was able to approve the Pfizer/BioNTech vaccine more quickly because of Brexit.,Covid-19 vaccines are unlicensed in the UK,0.1056
"The spike proteins generated by the body in response to the Covid-19 vaccines make people a ticking time bomb for cancer, blood clots and other ailments.",The vaccine is not going to work.,0.0962
"RSS chief, Mohan Bhagwat, says, ""Rahul Gandhi is the leader of the future. It will cost you heavily to take him as a joke. His family's history tells us, it will not be right to take Rahul ji, lightly""

Abhi toh 'yatra' shuru hi hui hai, and…First, BJP spokespersons are made to+",The claim: Rahul Gandhi is the leader of the future,0.1482
The Commission on Human Rights did not protest when farmers were killed at Hacienda Luisita,"The CHR ""did not protest"" when farmers were killed and massacred in Hacienda Luisita",0.6411
Wearing a mask cause cancer due to exposure to titanium dioxide,The claim: 12 different types of face masks contain titanium dioxide,0.2302
"A survey by The Institute of World Demographics Research has predicted that, by 2041, out of India's total population, Muslims would account for 84%.",The Institute of World Demographics Research has released data from 1948 to 2041.,0.2897
Omicron XBB is 'five times stronger' and deadlier than the Delta variant,COVID-19 Omicron XBB is five times more toxic than the Delta variant.,0.5992
The UK Government spent £37 billion on the Test and Trace app.,£37 billion for a phone app and it didn’t get used or work.,0.2797
Birmingham temple burnt by muslim during Navratri. Hindus beaten up. England police ineffective in Saving Hindus 😢😳!!,The Hindu temple burned by Hindus during Navratras & Hindu beaten up to death,0.282
Tezpur Litchis Got GI Tag recently,Video shows Assam’s Tezpur Litchi getting the geographical indication (GI tag),0.5435
The last Republican to win the popular vote left office nearly 30 years ago,"The claim: “If we did not have the Electoral College and we were a true Democracy, then the last Republican President originally elected by the people would have left office more than 29 years ago.”",0.4518
"Feeling ashamed to know a #Dalit family in #Karnataka badly tortured nakedly & fined for entering temple & touching idol. Simply curse! 
R we Humans?",A Dalit family in Karnataka badly tortured nakedly & fined for entering temple & touching idol. Simply curse!,0.6885
The Control of Diseases Act in the UK changed on 27 April.,This is the first thing that’ll strike you when you look up this act on the government website is that it says changes to legislation.,0.2069
23 people dead in Norway after getting the Pfizer vaccine,Video of 23 nursing home patients hospitalized after receiving Pfizer Covid-19 vaccine,0.1961
Video of PM Modi shared with a claim that he is celebrating his birthday with industrialists,Sirreseis celebrating his birthday by hitting a glass with industrialists,0.3653
The cost of 20 years in Afghanistan was only 59% of the cost of NHS Test and Trace.,The cost of initial operations in Afghanistan in 2001 was between £350 to £480 million.,0.2921
A Pfizer executive has admitted the company did not test whether its Covid-19 vaccine stopped transmission of the virus before its launch.,The claim: We are not certain about that right now.,0.0685
