ground_truth_claim,generated_claim,meteor_score
"A raid took place at the house of Aam Aadmi Party (Broomwadi) leader Shekhar Agarwal in Surat, Gujarat. Seeing this amount, you will get an idea of their election preparation.","A raid took place at the house of Aam Aadmi Party (sweeper) leader Shekhar Agarwal in Surat, Gujarat. Seeing this amount, you will be able to assess their preparation for the election.",0.842
Video showing China's launch of the artificial sun into the sky,China’s space program is breaking records and making history.,0.0833
A requirement for doctors to have a Hepatitis B vaccine sets a clear precedent for requiring care home workers to have the Covid-19 vaccine.,Hepatitis B vaccine is mandatory for doctors,0.1603
"65,000 people died of winter flu in December 2017 and January 2018.","In 2017/18, in December and January, 65,002 people died of the winter flu.",0.7049
Bananas are radioactive,Bananas are radioactive,0.9815
"Says Governor Cooper has vetoed ""every single teacher pay raise we've ever passed.""",“Cortez vetoed every single teacher pay raise we’ve ever passed.”,0.5872
Says President Obama used government funds to pay for his personal vacations for the next 20 years and Trump sent him a bill.,Trump ended Obama's vacation scam,0.0676
Image of Rs. 500 bribe offered to an evaluator by a Bihar student to make him pass the chemistry examination,Bihar student has put 500 rupees in his chemistry answer sheet to bribe the evaluator.,0.2849
"""Ted Cruz erupts as FBI director tries to defend Biden over Mar-a-Lago raid"" in video.",“The FBI raiding Donald Trump is unprecedented.”,0.0872
A judge has ruled Dominion Voting Systems machines were designed to create fraud,A judge has ruled Dominion Voting Machines were designed to create fraud,0.9281
EU regulation means kipper sellers must package their kippers in ice.,The case described by Mr Johnson falls thus purely under UK national competence.,0.041
"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.","""Everywhere Marie Yovanovitch went turned bad.""",0.6543
The beautiful night view picture of the Agra-Lucknow Expressway in Uttar Pradesh,Photo of Samajwadi Party’s work in Lucknow-Agraha Expressway,0.1271
Banks across the country will remain closed for 15 days in August 2021,Banks will remain closed for 15 days in August,0.7104
"The claim: Langlade, Maricopa counties and Texas unanimously rejected results of 2020 election",Let the balls drop.... every last one of them,0.069
"Facebook third-party fact-checkers took down the Facebook page ""Hands Off Our Children.""",A Facebook post claims children were killed or abducted by the NPA.,0.1689
Ghulam Nabi Azad met Home Minister Amit Shah in the presence of Samant Kumar much before he left the Cong party . In fact he was Modified when he got the Third highest civilian award the Padma Bhushan award from the PM and was promised a RS seat .Fa,Ghulam Nabi Azad met Home Minister Amit Shah in the presence of Samant Kumar much before he left the Cong party. In fact he was Modified when he got the Third highest civilian award the Padma Bhushan award from the PM and was promised a RS seat.,0.9795
"In this match between the women's basketball teams of Russia and  France, the referee's wrong penalty angered the high center forward of the Russian women team. In a fit of anger, she lifted the referee to let him sit in the basket, pointed at the referee sitting in the basket and said, I let you sit in the basket and brag!  This is one of the few wonderful shots on the basketball court 😆👆👆#sports #referee",The referee’s wrong penalty angered the high center forward of the Russian women team.,0.1752
"""Aretha Franklin's 1968 song 'A Natural Woman' deemed 'offensive' by trans community.""",The claim: Video shows a man being thrashed by the public,0.0546
"Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.",Wearing face masks weaken the immune system,0.1912
RSS Seva Barathi has reached the kid from a viral video and provided food and essentials.,Video of Sri Lankan Prime Minister Yogi Adityanath adding food to his home,0.0602
colloidal silver can be used to treat COVID-19,Colloidal silver can treat COVID-19,0.6286
A diet of highly alkaline foods will defeat COVID-19.,A social media post claims that the pH for the coronavirus varies from 5.5 to 8.3. We fact-checked and found this claim to be False.,0.0855
"""Every 37 seconds, someone is arrested for possession of marijuana.""","“My first campaign ad, '37 Seconds.' #JustLikeMe",0.1087
"Aluminum ""is in the vaccine"" and will hurt the brain.",Aluminum is in the vaccine and will kill the brain,0.6776
The UK was able to approve the Pfizer/BioNTech vaccine more quickly because of Brexit.,"If the need arises, regulation 174 could be used to authorise nationwide distribution of an unlicensed Covid-19 vaccine.",0.1613
"The spike proteins generated by the body in response to the Covid-19 vaccines make people a ticking time bomb for cancer, blood clots and other ailments.",The vaccine is not going to work.,0.0962
"RSS chief, Mohan Bhagwat, says, ""Rahul Gandhi is the leader of the future. It will cost you heavily to take him as a joke. His family's history tells us, it will not be right to take Rahul ji, lightly""

Abhi toh 'yatra' shuru hi hui hai, and…First, BJP spokespersons are made to+","RSS chief, Mohan Bhagwat, says, “Rahul Gandhi is the leader of the future. It will cost you heavily to take him as a joke. His family’s history tells us, it will not be right to Take Rahul ji, lightly”",0.718
The Commission on Human Rights did not protest when farmers were killed at Hacienda Luisita,The CHR “did not protest” when farmers were killed and massacred in Hacienda Luisita,0.6411
Wearing a mask cause cancer due to exposure to titanium dioxide,Wearing face masks is child abuse and dangerous to their health,0.1364
"A survey by The Institute of World Demographics Research has predicted that, by 2041, out of India's total population, Muslims would account for 84%.",The Institute of World Demographics Research has found that India’s population is at a record low.,0.3537
Omicron XBB is 'five times stronger' and deadlier than the Delta variant,Omicron XBB is five times more toxic than the Delta variant,0.6085
The UK Government spent £37 billion on the Test and Trace app.,£37 billion was spent on a mobile app.,0.4056
Birmingham temple burnt by muslim during Navratri. Hindus beaten up. England police ineffective in Saving Hindus 😢😳!!,Video of Hindu temple burnt by Hindus during Navratri,0.3206
Tezpur Litchis Got GI Tag recently,"Tezpur Litchi gets the Geographical Identification (GI) tag, making this delicious item an incontrovertible proof of their origins in the state, and protecting them from production elsewhere",0.3713
The last Republican to win the popular vote left office nearly 30 years ago,"“If we did not have the Electoral College and we were a true Democraty, then the last Republican President originally elected by the people would have left office more than 29 years ago.”",0.4601
"Feeling ashamed to know a #Dalit family in #Karnataka badly tortured nakedly & fined for entering temple & touching idol. Simply curse! 
R we Humans?",Dalit family in Karnataka badly tortured nakedly & fined for entering temple & touching idol. Simply curse!R we Humans?#HateSpeech #BanPFI #UddhavThackeray #TheGhost #USDINR #Wipro #BB16 #MohanBhagwat #SupremeCourtOfTheHumans,0.8022
The Control of Diseases Act in the UK changed on 27 April.,The government has passed a motion to introduce mandatory vaccination for children.,0.0769
23 people dead in Norway after getting the Pfizer vaccine,23 nursing home patients died after receiving Pfizer Covid-19 vaccine,0.2
Video of PM Modi shared with a claim that he is celebrating his birthday with industrialists,The claim: Sir is celebrating his birthday with industrialists,0.4492
The cost of 20 years in Afghanistan was only 59% of the cost of NHS Test and Trace.,The cost of first Afghanistan operation was between £300 and 450 million.,0.2966
A Pfizer executive has admitted the company did not test whether its Covid-19 vaccine stopped transmission of the virus before its launch.,The Covid-19 vaccines contain polysorbate 80.,0.2084
The government advice is not to challenge someone who is not wearing a face covering.,The government advice is not to challenge people to wear a face covering.,0.732
"A report has ""proven"" that the Pfizer COVID-19 vaccine contains graphene oxide.",The Covid-19 vaccine is a bombshell.,0.262
"The man who got the contract to repair and maintain the #MorbiBridge is also a Modi crony…

Only those who pay upfront via election bonds and cash, get business from the Modi Govt. The going rate is reportedly 40%.

It's more than just criminal

#Gujarat_CommissionModel","The man who got the contract to repair and maintain the #MorbiBridge is also a Modi crony...Only those who pay upfront via election bonds and cash, get business from the Modi Govt. The going rate is reportedly 40%.It’s more than just criminal",0.8848
A new Pfizer document shows the company admitting its Covid-19 vaccine is not safe for use in pregnancy or breastfeeding.,The Covid-19 vaccine BNT162b2 is excreted in human milk.,0.2143
Says House Speaker Nancy Pelosi and Rep. Adam Schiff should be impeached.,"""I'm hearing that the Great People of Utah are considering their vote for their Pompous Senator, Mitt Romney, to be a big mistake.""",0.0685
"US President ""spoke only"" with President Ferdinand Marcos Jr. on the sidelines of the 77th United Nations General Assembly in New York City.",President Ferdinand R. Marcos Jr. did not attend the United Nations General Assembly.,0.378
A social media post claims that Apple AirPods are dangerous because they emit radiation which is harmful to the human body. We fact-checked and found the claim to be Mostly False.,Radiation from Apple AirPods dangerous,0.1045
