ground_truth_claim,generated_claim,meteor_score
King of Bahrain arriving at Dubai with his robot bodyguard,Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,0.869
Mother fox breastfeeding baby koalas during Australian bushfires.,Mother koala feeding her babies amidst the Australian bushfires,0.4133
Man went to police station with severed head of sister's rapist in Chennai.,"Indian man whose sister was raped , chopped the rapist’s head and brought it to police station",0.3717
WHO has advised people against social distancing and quarantine amid COVID-19 outbreak,"WHO says coronavirus patients do not need isolation, quarantine or social distance",0.2608
Jama Masjid will issue a fatwa against Tanishq advertisement,"Jama Masjid issuing fatwa against Tanishq, claiming it has gone against their religion by showing baby shower in their ad which according 2 their religion is haram. And jamat-e-libarandu is OK with this. No outrage. This doesn’t hurt ganga jamuni tehjib. Secular my f00.",0.3206
Cheetahs cuddling with servant of Pipleshvar Mahadev Mandir,Video of cheetah sleeping with the priest of Pipaleshwar temple,0.1829
"Rare footage of Prime Minister Narendra Modi performing yoga.
",Old video of PM Modi doing yoga,0.3866
"Republican congresswoman Lauren Boebert tweeted about House Speaker Nancy Pelosi's whereabouts during the Jan. 6, 2021 Capitol riot.",Rep. Lauren Boebert threatened Nancy Pelosi's life,0.2457
"Here's some thing that will scare the jeepers out of you. This tornado video was shot in Kansas, and the National Geographic Channel reportedly paid $1 million for the attached video. Much of this video was shot by storm chasers, but some had to have been shot by remote, stationary cameras.",The National Geographic Channel reportedly paid $1 million for the video of a tornado in Kansas,0.2875
"Says Ilhan Omar ""partied"" on the anniversary of 9/11.","Says Ilhan Omar ""partied"" on the anniversary of 9/11.",0.9997
Video of nurses and medical staff protesting at a Government hospital in Telangana state.,Video of nurses and medical staff protesting at a Government hospital in Telangana state.,0.9999
A COVID-19 and influenza dual-testing kit proves they are the same thing,A COVID-19 and influenza dual-testing kit proves they are the same thing,0.9997
"Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.",Wearing face masks weaken the immune system,0.1912
Will appeal in Supreme Court if Tamil Nadu brings ordinance on NEET – Nalini Chidambaram,Video of Union Minister Harsh Vardhan assaulted by the public,0.0
Airline passengers from Queensland have to put on their face masks once they cross into NSW airspace.,Club Grubbery a day late but better late than never. Blessings and peace Hoody and Johnny.,0.0278
WHO now saying You do not need to Wear a Mask — Did You Know,WHO now saying You do not need to Wear a Mask — Did You Know,0.9999
"No, Mark Zuckerberg did not endorse Donald Trump, as Elizabeth Warren said in stunt ad","""Mark Zuckerberg and Facebook just endorsed Donald Trump for re-election.""",0.2916
"A raid took place at the house of Aam Aadmi Party (Broomwadi) leader Shekhar Agarwal in Surat, Gujarat. Seeing this amount, you will get an idea of their election preparation.","A raid took place at the house of Aam Aadmi Party (AAP) leader Shekhar Agarwal in Surat, Gujarat. Seeing this amount, you will get an idea of their election preparation.",0.9721
Video showing China's launch of the artificial sun into the sky,Video showing China’s launch of the artificial sun into the sky,0.9064
A requirement for doctors to have a Hepatitis B vaccine sets a clear precedent for requiring care home workers to have the Covid-19 vaccine.,Doctors in the UK must have the Hepatitis B vaccine.,0.2689
"65,000 people died of winter flu in December 2017 and January 2018.","65,000 people died of winter flu in December 2017 and January 2018.",0.9998
Bananas are radioactive,Bananas are radioactive,0.9815
"Says Governor Cooper has vetoed ""every single teacher pay raise we've ever passed.""","Says Governor Cooper has vetoed ""every single teacher pay raise we've ever passed.""",0.9999
Says President Obama used government funds to pay for his personal vacations for the next 20 years and Trump sent him a bill.,Says President Obama used government funds to pay for his personal vacations for the next 20 years and Trump sent him a bill.,1.0
Image of Rs. 500 bribe offered to an evaluator by a Bihar student to make him pass the chemistry examination,Bihar student bribed evaluator,0.1635
"""Ted Cruz erupts as FBI director tries to defend Biden over Mar-a-Lago raid"" in video.",Says the FBI raid on Donald Trump was “unprecedented.”,0.0862
A judge has ruled Dominion Voting Systems machines were designed to create fraud,A judge has ruled Dominion Voting Systems machines were designed to create fraud,0.9998
EU regulation means kipper sellers must package their kippers in ice.,EU regulation means vaccines must be approved by the MHRA.,0.3748
"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.","""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",0.9998
The beautiful night view picture of the Agra-Lucknow Expressway in Uttar Pradesh,Video of Akhilesh Yadav apologising over his comments on Bengalis,0.0424
Banks across the country will remain closed for 15 days in August 2021,Banks across the country will remain closed for 15 days in August 2021,0.9998
"The claim: Langlade, Maricopa counties and Texas unanimously rejected results of 2020 election","Langlade, Maricopa counties and Texas unanimously rejected results of 2020 election",0.8161
"Facebook third-party fact-checkers took down the Facebook page ""Hands Off Our Children.""","""Hands Off Our Children"" was taken down by fact-checkers.",0.5598
Ghulam Nabi Azad met Home Minister Amit Shah in the presence of Samant Kumar much before he left the Cong party . In fact he was Modified when he got the Third highest civilian award the Padma Bhushan award from the PM and was promised a RS seat .Fa,Former Congress leader Ghulam Nabi Azad met with Home Minister Amit Shah before he left the party,0.2617
"In this match between the women's basketball teams of Russia and  France, the referee's wrong penalty angered the high center forward of the Russian women team. In a fit of anger, she lifted the referee to let him sit in the basket, pointed at the referee sitting in the basket and said, I let you sit in the basket and brag!  This is one of the few wonderful shots on the basketball court 😆👆👆#sports #referee","In this match between the women’s basketball teams of Russia and France, the referee’s wrong penalty angered the high center forward of the Russian women team",0.2672
"""Aretha Franklin's 1968 song 'A Natural Woman' deemed 'offensive' by trans community.""",“Aretha Franklin’s 1968 song ‘A Natural Woman’ deemed ‘offensive’ by trans community.”,0.6024
"Claim: Wearing a mask will weaken your immune system, leading to the 'next wave' of coronavirus outbreaks once lockdowns lift.",Wearing face masks weaken the immune system,0.1912
RSS Seva Barathi has reached the kid from a viral video and provided food and essentials.,Rahul Gandhi demanded the Government to stop all the loan waiving schemes to farmers,0.0299
colloidal silver can be used to treat COVID-19,colloidal silver can be used to treat COVID-19,0.999
A diet of highly alkaline foods will defeat COVID-19.,Eating alkaline foods of pH level above 8.5 can kill the SARS-CoV-2 virus,0.3064
"""Every 37 seconds, someone is arrested for possession of marijuana.""","“Every 37 seconds, someone is arrested for possession of marijuana.”",0.8569
"Aluminum ""is in the vaccine"" and will hurt the brain.",Aluminum “is in the vaccine” and will hurt the brain.,0.8376
The UK was able to approve the Pfizer/BioNTech vaccine more quickly because of Brexit.,The UK was able to approve the Pfizer/BioNTech vaccine more quickly because of Brexit.,0.9999
"The spike proteins generated by the body in response to the Covid-19 vaccines make people a ticking time bomb for cancer, blood clots and other ailments.",The Covid-19 vaccines will not work.,0.1722
"RSS chief, Mohan Bhagwat, says, ""Rahul Gandhi is the leader of the future. It will cost you heavily to take him as a joke. His family's history tells us, it will not be right to take Rahul ji, lightly""

Abhi toh 'yatra' shuru hi hui hai, and…First, BJP spokespersons are made to+","RSS chief, Mohan Bhagwat, says, “Rahul Gandhi is the leader of the future. It will cost you heavily to take him as a joke. His family’s history tells us, it will not be right to take Rahul ji, lightly” Abhi toh ‘yatra’ shuru hi hui hai, and...First, BJP spokesperson",0.8597
The Commission on Human Rights did not protest when farmers were killed at Hacienda Luisita,"The claim: The CHR ""did not protest"" when farmers were killed and massacred in Hacienda Luisita",0.6286
Wearing a mask cause cancer due to exposure to titanium dioxide,Wearing a mask cause cancer due to exposure to titanium dioxide,0.9996
"A survey by The Institute of World Demographics Research has predicted that, by 2041, out of India's total population, Muslims would account for 84%.",The Institute of World Demographics Research has analyzed the Indian population from 1948 to 2041 using the Covid-19 pandemic.,0.2857
Omicron XBB is 'five times stronger' and deadlier than the Delta variant,Omicron XBB is 'five times stronger' and deadlier than the Delta variant,0.9998
The UK Government spent £37 billion on the Test and Trace app.,The UK Government spent £37 billion on the Test and Trace app.,0.9998
Birmingham temple burnt by muslim during Navratri. Hindus beaten up. England police ineffective in Saving Hindus 😢😳!!,Birmingham temple burnt by muslim during Navratri. Hindus beaten up. England police ineffective in Saving Hindus,0.8695
